Interestingly, the dates given for each constellation in the newspaper don't match the Sun's position in the sky for those dates. There is a mismatch between the date in the newspaper and the real position of the Sun of a little more than a month. The mismatch appears because the dates corresponding to each sign were set thousands of years ago. Over the course of thousands of years, the Earth "wobbles" on its axis, causing the calendar and the positions of the stars in the sky to shift. This wobble is caused by the pull on the equator by the sun and moon, and is called precession. It affects the positions of all the constellations with respect to the equinoxes and the pole.	ADD CARDS HERE
The precession of the Earth is like the movement of a top. If you spin a top with the axis tilted, the axis will slowly rotate as the top spins. Likewise, the Earth's axis remains tilted at 23½°, but the orientation of this tilt changes over the course of thousands of years.	ADD CARDS HERE
Since precession changes the direction in which Earth's pole points, it also changes which star is the North Star, if any. Earlier, we quoted Shakespeare, who referenced Polaris in Julius Caesar, describing it as the northern star. Strictly, this would be incorrect. Polaris was not "fixed" in the sky in Julius Caesar's time because Earth's axis was pointed differently, toward the Big Dipper.	ADD CARDS HERE
Precession is a slow drift, and a difficult motion to detect. The motion of the stars from precession only becomes noticeable to the unaided eye after many, many years of careful observation, although it becomes very quickly noticeable through a telescope. The Greek astronomer Hipparchus was the first to measure the precession by comparing his own observations to observations collected a century and a half before.	ADD CARDS HERE
Precession changes the position of the Earth in its orbit for the solstices and the equinoxes. As the Earth's axis turns over, the moment when it points most closely towards the Sun changes, and so the seasons change. If a calendar didn't account for this, the seasons would drift as the axis precessed. Eventually, the Northern Hemisphere would be cold in July and warm in January, and the Southern Hemisphere would have warm July weather and cold January weather. The calendar takes the extra motion of precession into account by using the tropical year as its basis. The year as we usually define it is a sidereal year, the time it takes for the Earth to make one orbit around the Sun. In one year, as we usually measure it, the Earth really completes a little more than a full orbit around the Sun. During a sidereal year, the Sun moves fully around the sky and back into the same position with respect to the stars. In a tropical year, the Sun goes from the Vernal Equinox, around the sky, and back to the Vernal Equinox again. During this time, the equinox has shifted slightly in its position, so that a tropical year is a bit shorter than a sidereal year.	ADD CARDS HERE
It's easy to identify the progression of the calendar if you take careful notice of the sky. Next time you see sunrise or sunset, take notice of whether the Sun is setting due west or just north or south of west. Many ancient cultures watched the motion of the Sun carefully and over long periods of time. Using simple techniques and tools, they were able to measure periods like the length of a year very accurately. Ancient people who took notice of celestial motion would have found that the summer solstice occurred every 365 days. They would also notice that the solstice was delayed an extra day every four years. This is the reason for the leap year in the modern calendar. The delay occurs because the length of the year is a little more than 365 days — closer to 365¼ days long. By taking some simple observations over a period of a few years, it is possible to measure the length of a year to surprising accuracy using this technique.	ADD CARDS HERE
Solar calendars have been used throughout history. The ancient Babylonians thought the year had only 360 days, and made their calendar accordingly. The Islamic calendar is lunar, and is 11 (1/2) days different than the solar calendar. The Hebrew calendar is lunisolar.	ADD CARDS HERE
Our modern calendar is handed down to us from the Ancient Roman civilization. The calendar took its first mature form as the Julian calendar, almost exactly the same as the one used today. It had 365 days in a year, with a 366-day leap year every four years. In the Julian calendar, years divisible by 4 — such as 1992, 1996, and 2008 — are leap years. This gave the Julian calendar an average of 365¼ days per year, which is very close to the true 365.2422 day length for a tropical year.	ADD CARDS HERE
Although the drift of the Julian calendar is slow, the error in the calendar had accumulated enough by the sixteenth century that the Catholic Church became concerned about the drift's effect on the date of the celebration of Easter. The Italian chronologer Aloisius Lilius invented modifications to the Julian calendar to correct the difference. Pope Gregory XI instituted the new calendar, now named the Gregorian calendar, in the year 1582.	ADD CARDS HERE
The Gregorian calendar was identical to the Julian calendar except that the leap year was skipped on years not divisible by 400. In the years 1600, 2000, and 2400, there would be a leap year in the Gregorian calendar, but not 1800, 1900, or 2100. This produced a year of average length 365.2425 days, much closer to the correct value than the Julian calendar. The Gregorian calendar accumulates only 3 days of error over 10,000 years. 	ADD CARDS HERE
